2018-04-15 20:06:41,351 [DEBUG|PoliceForce/959646979|TestSearchForFire] Time:1
2018-04-15 20:06:41,356 [DEBUG|PoliceForce/959646979|TestRoadDetector] Time:1
2018-04-15 20:06:41,356 [DEBUG|PoliceForce/959646979|TestRoadDetector] Targets: []
2018-04-15 20:06:41,356 [DEBUG|PoliceForce/959646979|TestSearchForFire] unsearchedBuildingIDs:[17283, 16518, 10251, 20363, 19598, 25487, 27920, 26132, 24725, 34453, 10389, 14486, 23706, 21787, 20768, 24864, 26016, 14625, 22697, 19625, 23850, 25515, 27947, 18991, 25904, 26677, 24504, 19262, 11329, 21702, 20425, 34634, 25931, 14540, 29262, 25550, 22862, 16464, 13904, 19154, 31188, 22998, 14167, 19289, 20570, 29405, 10336, 14432, 28899, 10083, 10220, 24558, 14067, 26228, 29173, 19317, 20214, 26872, 15738, 14459, 23931]
2018-04-15 20:06:41,363 [DEBUG|PoliceForce/959646979|TestSearchForFire] best path is:[31108, 35089, 31073, 6297, 8295, 4020, 6531, 3111, 33815, 33814, 5451, 3003, 721, 4416, 7278, 1460, 33536, 33535, 9168, 8106, 27963, 27947]
2018-04-15 20:06:41,363 [DEBUG|PoliceForce/959646979|TestSearchForFire] choosed:8106
2018-04-15 20:06:50,265 [DEBUG|PoliceForce/959646979|TestSearchForFire] Time:2
2018-04-15 20:06:50,265 [DEBUG|PoliceForce/959646979|TestRoadDetector] Time:2
2018-04-15 20:06:50,266 [DEBUG|PoliceForce/959646979|TestRoadDetector] Targets: []
2018-04-15 20:06:50,266 [DEBUG|PoliceForce/959646979|TestSearchForFire] unsearchedBuildingIDs:[17283, 16518, 10251, 20363, 19598, 25487, 27920, 26132, 24725, 34453, 10389, 14486, 23706, 21787, 20768, 24864, 26016, 14625, 22697, 19625, 23850, 25515, 27947, 18991, 25904, 26677, 24504, 19262, 11329, 21702, 20425, 34634, 25931, 14540, 29262, 25550, 22862, 16464, 13904, 19154, 31188, 22998, 14167, 19289, 20570, 29405, 10336, 14432, 28899, 10083, 10220, 24558, 14067, 26228, 29173, 19317, 20214, 26872, 15738, 14459, 23931]
2018-04-15 20:06:50,267 [DEBUG|PoliceForce/959646979|TestSearchForFire] best path is:[31108, 35089, 31073, 6297, 8295, 4020, 6531, 3111, 33815, 33814, 5451, 3003, 721, 4416, 7278, 1460, 33536, 33535, 9168, 8106, 27963, 27947]
2018-04-15 20:06:50,267 [DEBUG|PoliceForce/959646979|TestSearchForFire] choosed:8106
2018-04-15 20:06:54,432 [DEBUG|PoliceForce/959646979|TestSearchForFire] Time:3
2018-04-15 20:06:54,433 [DEBUG|PoliceForce/959646979|TestRoadDetector] Time:3
2018-04-15 20:06:54,433 [DEBUG|PoliceForce/959646979|TestRoadDetector] Targets: []
2018-04-15 20:06:54,433 [DEBUG|PoliceForce/959646979|TestSearchForFire] unsearchedBuildingIDs:[17283, 16518, 10251, 20363, 19598, 25487, 27920, 26132, 24725, 34453, 10389, 14486, 23706, 21787, 20768, 24864, 26016, 14625, 22697, 19625, 23850, 25515, 27947, 18991, 25904, 26677, 24504, 19262, 11329, 21702, 20425, 34634, 25931, 14540, 29262, 25550, 22862, 16464, 13904, 19154, 31188, 22998, 14167, 19289, 20570, 29405, 10336, 14432, 28899, 10083, 10220, 24558, 14067, 26228, 29173, 19317, 20214, 26872, 15738, 14459, 23931]
2018-04-15 20:06:54,434 [DEBUG|PoliceForce/959646979|TestSearchForFire] best path is:[31108, 35089, 31073, 6297, 8295, 4020, 6531, 3111, 33815, 33814, 5451, 3003, 721, 4416, 7278, 1460, 33536, 33535, 9168, 8106, 27963, 27947]
2018-04-15 20:06:54,434 [DEBUG|PoliceForce/959646979|TestSearchForFire] choosed:8106
2018-04-15 20:07:05,496 [DEBUG|PoliceForce/959646979|TestSearchForFire] Time:4
2018-04-15 20:07:05,496 [DEBUG|PoliceForce/959646979|TestRoadDetector] Time:4
2018-04-15 20:07:05,497 [DEBUG|PoliceForce/959646979|TestRoadDetector] Targets: []
2018-04-15 20:07:05,497 [DEBUG|PoliceForce/959646979|TestSearchForFire] unsearchedBuildingIDs:[17283, 16518, 10251, 20363, 19598, 25487, 27920, 26132, 24725, 34453, 10389, 14486, 23706, 21787, 20768, 24864, 26016, 14625, 22697, 19625, 23850, 25515, 27947, 18991, 25904, 26677, 24504, 19262, 11329, 21702, 20425, 34634, 25931, 14540, 29262, 25550, 22862, 16464, 13904, 19154, 31188, 22998, 14167, 19289, 20570, 29405, 10336, 14432, 28899, 10083, 10220, 24558, 14067, 26228, 29173, 19317, 20214, 26872, 15738, 14459, 23931]
2018-04-15 20:07:05,498 [DEBUG|PoliceForce/959646979|TestSearchForFire] best path is:[4020, 6531, 3111, 33815, 33814, 5451, 3003, 721, 4416, 7278, 1460, 33536, 33535, 9168, 8106, 27963, 27947]
2018-04-15 20:07:05,498 [DEBUG|PoliceForce/959646979|TestSearchForFire] choosed:8106
2018-04-15 20:07:14,433 [DEBUG|PoliceForce/959646979|TestSearchForFire] Time:5
2018-04-15 20:07:14,434 [DEBUG|PoliceForce/959646979|TestRoadDetector] Time:5
2018-04-15 20:07:14,434 [DEBUG|PoliceForce/959646979|TestRoadDetector] Targets: []
2018-04-15 20:07:14,434 [DEBUG|PoliceForce/959646979|TestSearchForFire] unsearchedBuildingIDs:[17283, 16518, 10251, 20363, 19598, 25487, 27920, 26132, 24725, 34453, 10389, 14486, 23706, 21787, 20768, 24864, 26016, 14625, 22697, 19625, 23850, 25515, 27947, 18991, 25904, 26677, 24504, 19262, 11329, 21702, 20425, 34634, 25931, 14540, 29262, 25550, 22862, 16464, 13904, 19154, 31188, 22998, 14167, 19289, 20570, 29405, 10336, 14432, 28899, 10083, 10220, 24558, 14067, 26228, 29173, 19317, 20214, 26872, 15738, 14459, 23931]
2018-04-15 20:07:14,435 [DEBUG|PoliceForce/959646979|TestSearchForFire] best path is:[33815, 33814, 5451, 3003, 721, 4416, 7278, 1460, 33536, 33535, 9168, 8106, 27963, 27947]
2018-04-15 20:07:14,435 [DEBUG|PoliceForce/959646979|TestSearchForFire] choosed:8106
2018-04-15 20:07:22,989 [DEBUG|PoliceForce/959646979|TestSearchForFire] Time:6
2018-04-15 20:07:22,989 [DEBUG|PoliceForce/959646979|TestRoadDetector] Time:6
