2018-04-15 20:06:40,918 [DEBUG|FireBrigade/2135056859|TestBuildingDetector] Time:1
2018-04-15 20:06:40,926 [DEBUG|FireBrigade/2135056859|TestSearchForFire] Time:1
2018-04-15 20:06:40,927 [DEBUG|FireBrigade/2135056859|TestBuildingDetector] FieryBuildingsTargets: []
2018-04-15 20:06:40,928 [DEBUG|FireBrigade/2135056859|TestSearchForFire] unsearchedBuildingIDs:[29952, 27008, 9601, 10756, 12933, 30853, 22151, 31239, 28423, 34185, 24205, 9742, 10638, 29839, 11795, 30869, 17686, 34198, 23446, 14745, 27801, 28314, 12443, 27036, 15262, 18591, 12960, 18208, 11937, 32930, 22178, 32931, 21412, 13481, 24233, 10670, 11822, 17583, 19760, 18098, 28980, 15029, 12471, 32567, 9656, 27576, 21049, 11193, 17339, 29757, 10814, 32574, 24895, 16064, 30913, 17604, 27716, 24260, 32708, 32965, 28997, 32709, 9929, 10697, 19787, 15182, 17875, 13652, 29785, 10842, 16091, 11996, 23390, 27743, 24287, 12901, 18409, 20073, 26475, 28395, 12139, 9964, 21358, 27630, 15982, 14831, 11248, 9847, 23418, 29052, 18044, 13181, 15101, 14718, 28287]
2018-04-15 20:06:40,930 [DEBUG|FireBrigade/2135056859|TestSearchForFire] best path is:[5145, 33707, 9240, 5622, 1554, 4866, 3174, 7089, 680, 4506, 3102, 990, 3426, 5154, 4848, 801, 32929, 32928, 32931]
2018-04-15 20:06:40,930 [DEBUG|FireBrigade/2135056859|TestSearchForFire] choosed:32929
2018-04-15 20:06:49,650 [DEBUG|FireBrigade/2135056859|TestBuildingDetector] Time:2
2018-04-15 20:06:49,650 [DEBUG|FireBrigade/2135056859|TestSearchForFire] Time:2
2018-04-15 20:06:49,651 [DEBUG|FireBrigade/2135056859|TestBuildingDetector] FieryBuildingsTargets: []
2018-04-15 20:06:49,651 [DEBUG|FireBrigade/2135056859|TestSearchForFire] unsearchedBuildingIDs:[29952, 27008, 9601, 10756, 12933, 30853, 22151, 31239, 28423, 34185, 24205, 9742, 10638, 29839, 11795, 30869, 17686, 34198, 23446, 14745, 27801, 28314, 12443, 27036, 15262, 18591, 12960, 18208, 11937, 32930, 22178, 32931, 21412, 13481, 24233, 10670, 11822, 17583, 19760, 18098, 28980, 15029, 12471, 32567, 9656, 27576, 21049, 11193, 17339, 29757, 10814, 32574, 24895, 16064, 30913, 17604, 27716, 24260, 32708, 32965, 28997, 32709, 9929, 10697, 19787, 15182, 17875, 13652, 29785, 10842, 16091, 11996, 23390, 27743, 24287, 12901, 18409, 20073, 26475, 28395, 12139, 9964, 21358, 27630, 15982, 14831, 11248, 9847, 23418, 29052, 18044, 13181, 15101, 14718, 28287]
2018-04-15 20:06:49,652 [DEBUG|FireBrigade/2135056859|TestSearchForFire] best path is:[5145, 33707, 9240, 5622, 1554, 4866, 3174, 7089, 680, 4506, 3102, 990, 3426, 5154, 4848, 801, 32929, 32928, 32931]
2018-04-15 20:06:49,652 [DEBUG|FireBrigade/2135056859|TestSearchForFire] choosed:32929
2018-04-15 20:06:54,153 [DEBUG|FireBrigade/2135056859|TestBuildingDetector] Time:3
2018-04-15 20:06:54,153 [DEBUG|FireBrigade/2135056859|TestSearchForFire] Time:3
2018-04-15 20:06:54,153 [DEBUG|FireBrigade/2135056859|TestBuildingDetector] FieryBuildingsTargets: []
2018-04-15 20:06:54,153 [DEBUG|FireBrigade/2135056859|TestSearchForFire] unsearchedBuildingIDs:[29952, 27008, 9601, 10756, 12933, 30853, 22151, 31239, 28423, 34185, 24205, 9742, 10638, 29839, 11795, 30869, 17686, 34198, 23446, 14745, 27801, 28314, 12443, 27036, 15262, 18591, 12960, 18208, 11937, 32930, 22178, 32931, 21412, 13481, 24233, 10670, 11822, 17583, 19760, 18098, 28980, 15029, 12471, 32567, 9656, 27576, 21049, 11193, 17339, 29757, 10814, 32574, 24895, 16064, 30913, 17604, 27716, 24260, 32708, 32965, 28997, 32709, 9929, 10697, 19787, 15182, 17875, 13652, 29785, 10842, 16091, 11996, 23390, 27743, 24287, 12901, 18409, 20073, 26475, 28395, 12139, 9964, 21358, 27630, 15982, 14831, 11248, 9847, 23418, 29052, 18044, 13181, 15101, 14718, 28287]
2018-04-15 20:06:54,154 [DEBUG|FireBrigade/2135056859|TestSearchForFire] best path is:[5145, 33707, 9240, 5622, 1554, 4866, 3174, 7089, 680, 4506, 3102, 990, 3426, 5154, 4848, 801, 32929, 32928, 32931]
2018-04-15 20:06:54,154 [DEBUG|FireBrigade/2135056859|TestSearchForFire] choosed:32929
2018-04-15 20:07:05,290 [DEBUG|FireBrigade/2135056859|TestBuildingDetector] Time:4
2018-04-15 20:07:05,290 [DEBUG|FireBrigade/2135056859|TestSearchForFire] Time:4
2018-04-15 20:07:05,290 [DEBUG|FireBrigade/2135056859|TestBuildingDetector] FieryBuildingsTargets: []
2018-04-15 20:07:05,291 [DEBUG|FireBrigade/2135056859|TestSearchForFire] unsearchedBuildingIDs:[29952, 27008, 9601, 10756, 12933, 30853, 22151, 31239, 28423, 34185, 24205, 9742, 10638, 29839, 11795, 30869, 17686, 34198, 23446, 14745, 27801, 28314, 12443, 27036, 15262, 18591, 12960, 18208, 11937, 32930, 22178, 32931, 21412, 13481, 24233, 10670, 11822, 17583, 19760, 18098, 28980, 15029, 12471, 32567, 9656, 27576, 21049, 11193, 17339, 29757, 10814, 32574, 24895, 16064, 30913, 17604, 27716, 24260, 32708, 32965, 28997, 32709, 9929, 10697, 19787, 15182, 17875, 13652, 29785, 10842, 16091, 11996, 23390, 27743, 24287, 12901, 18409, 20073, 26475, 28395, 12139, 9964, 21358, 27630, 15982, 14831, 11248, 9847, 23418, 29052, 18044, 13181, 15101, 14718, 28287]
2018-04-15 20:07:05,295 [DEBUG|FireBrigade/2135056859|TestSearchForFire] best path is:[5145, 33707, 9240, 5622, 1554, 4866, 3174, 7089, 680, 4506, 3102, 990, 3426, 5154, 4848, 801, 32929, 32928, 32931]
2018-04-15 20:07:05,295 [DEBUG|FireBrigade/2135056859|TestSearchForFire] choosed:32929
2018-04-15 20:07:14,250 [DEBUG|FireBrigade/2135056859|TestBuildingDetector] Time:5
2018-04-15 20:07:14,250 [DEBUG|FireBrigade/2135056859|TestSearchForFire] Time:5
2018-04-15 20:07:14,250 [DEBUG|FireBrigade/2135056859|TestBuildingDetector] FieryBuildingsTargets: []
2018-04-15 20:07:14,251 [DEBUG|FireBrigade/2135056859|TestSearchForFire] unsearchedBuildingIDs:[29952, 27008, 9601, 10756, 12933, 30853, 22151, 31239, 28423, 34185, 24205, 9742, 10638, 29839, 11795, 30869, 17686, 34198, 23446, 14745, 27801, 28314, 12443, 27036, 15262, 18591, 12960, 18208, 11937, 32930, 22178, 32931, 21412, 13481, 24233, 10670, 11822, 17583, 19760, 18098, 28980, 15029, 12471, 32567, 9656, 27576, 21049, 11193, 17339, 29757, 10814, 32574, 24895, 16064, 30913, 17604, 27716, 24260, 32708, 32965, 28997, 32709, 9929, 10697, 19787, 15182, 17875, 13652, 29785, 10842, 16091, 11996, 23390, 27743, 24287, 12901, 18409, 20073, 26475, 28395, 12139, 9964, 21358, 27630, 15982, 14831, 11248, 9847, 23418, 29052, 18044, 13181, 15101, 14718, 28287]
2018-04-15 20:07:14,251 [DEBUG|FireBrigade/2135056859|TestSearchForFire] best path is:[5145, 33707, 9240, 5622, 1554, 4866, 3174, 7089, 680, 4506, 3102, 990, 3426, 5154, 4848, 801, 32929, 32928, 32931]
2018-04-15 20:07:14,251 [DEBUG|FireBrigade/2135056859|TestSearchForFire] choosed:32929
