2018-04-15 20:06:41,484 [DEBUG|FireBrigade/224326011|TestBuildingDetector] Time:1
2018-04-15 20:06:41,524 [DEBUG|FireBrigade/224326011|TestSearchForFire] Time:1
2018-04-15 20:06:41,524 [DEBUG|FireBrigade/224326011|TestBuildingDetector] FieryBuildingsTargets: []
2018-04-15 20:06:41,525 [DEBUG|FireBrigade/224326011|TestSearchForFire] unsearchedBuildingIDs:[29952, 18435, 10756, 24069, 31239, 28423, 26633, 9742, 11795, 17686, 21022, 13598, 18208, 11822, 28980, 32567, 21049, 32574, 24895, 27716, 28997, 19787, 15182, 13652, 24151, 10842, 23390, 12901, 20073, 26475, 12139, 21358, 23418, 29052, 18044, 13181, 14718, 28287, 9601, 15235, 12933, 30853, 22151, 34185, 30869, 23446, 14745, 27801, 28314, 12443, 27036, 15262, 18591, 12960, 11937, 32930, 22178, 32931, 21412, 20132, 13481, 24233, 17583, 18098, 15029, 28341, 12471, 20919, 9656, 27576, 11193, 16064, 30913, 17604, 24260, 32708, 32709, 9929, 17875, 16091, 30940, 24287, 10728, 18409, 28395, 9964, 27630, 14831, 11248, 12023, 15101]
2018-04-15 20:06:41,525 [DEBUG|FireBrigade/224326011|TestSearchForFire] best path is:[34187, 34241, 8826, 31222, 34864, 27801]
2018-04-15 20:06:41,525 [DEBUG|FireBrigade/224326011|TestSearchForFire] choosed:31222
2018-04-15 20:06:50,457 [DEBUG|FireBrigade/224326011|TestBuildingDetector] Time:2
2018-04-15 20:06:50,458 [DEBUG|FireBrigade/224326011|TestSearchForFire] Time:2
2018-04-15 20:06:50,458 [DEBUG|FireBrigade/224326011|TestBuildingDetector] FieryBuildingsTargets: []
2018-04-15 20:06:50,458 [DEBUG|FireBrigade/224326011|TestSearchForFire] unsearchedBuildingIDs:[29952, 18435, 10756, 24069, 31239, 28423, 26633, 9742, 11795, 17686, 21022, 13598, 18208, 11822, 28980, 32567, 21049, 32574, 24895, 27716, 28997, 19787, 15182, 13652, 24151, 10842, 23390, 12901, 20073, 26475, 12139, 21358, 23418, 29052, 18044, 13181, 14718, 28287, 9601, 15235, 12933, 30853, 22151, 34185, 30869, 23446, 14745, 27801, 28314, 12443, 27036, 15262, 18591, 12960, 11937, 32930, 22178, 32931, 21412, 20132, 13481, 24233, 17583, 18098, 15029, 28341, 12471, 20919, 9656, 27576, 11193, 16064, 30913, 17604, 24260, 32708, 32709, 9929, 17875, 16091, 30940, 24287, 10728, 18409, 28395, 9964, 27630, 14831, 11248, 12023, 15101]
2018-04-15 20:06:50,459 [DEBUG|FireBrigade/224326011|TestSearchForFire] best path is:[34187, 34241, 8826, 31222, 34864, 27801]
