2018-04-15 20:06:41,557 [DEBUG|FireBrigade/1835918339|TestBuildingDetector] Time:1
2018-04-15 20:06:41,595 [DEBUG|FireBrigade/1835918339|TestSearchForFire] Time:1
2018-04-15 20:06:41,596 [DEBUG|FireBrigade/1835918339|TestBuildingDetector] FieryBuildingsTargets: []
2018-04-15 20:06:41,596 [DEBUG|FireBrigade/1835918339|TestSearchForFire] unsearchedBuildingIDs:[22916, 28036, 16518, 13959, 19209, 26762, 10251, 14860, 25487, 34320, 27920, 29459, 28179, 14486, 22806, 10138, 29595, 22944, 13986, 28067, 24612, 21412, 19625, 23850, 29486, 18991, 16437, 23734, 19127, 27321, 29757, 28094, 24639, 25792, 10305, 14276, 17093, 27209, 14540, 16846, 25550, 22862, 16464, 10193, 23761, 19154, 31188, 27348, 20570, 27866, 11356, 25183, 19679, 17120, 14432, 29540, 20710, 25448, 34409, 34410, 26731, 19181, 22382, 26228, 18293, 27893, 25846, 34295, 11383, 29432, 28152, 25210, 28926, 29567]
2018-04-15 20:06:41,597 [DEBUG|FireBrigade/1835918339|TestSearchForFire] best path is:[5433, 8214, 6351, 6810, 1482, 9285, 2679, 10154, 10138]
2018-04-15 20:06:41,597 [DEBUG|FireBrigade/1835918339|TestSearchForFire] choosed:2679
2018-04-15 20:06:50,557 [DEBUG|FireBrigade/1835918339|TestBuildingDetector] Time:2
2018-04-15 20:06:50,557 [DEBUG|FireBrigade/1835918339|TestSearchForFire] Time:2
2018-04-15 20:06:50,557 [DEBUG|FireBrigade/1835918339|TestBuildingDetector] FieryBuildingsTargets: []
2018-04-15 20:06:50,557 [DEBUG|FireBrigade/1835918339|TestSearchForFire] unsearchedBuildingIDs:[22916, 28036, 16518, 13959, 19209, 26762, 10251, 14860, 25487, 34320, 27920, 29459, 28179, 14486, 22806, 10138, 29595, 22944, 13986, 28067, 24612, 21412, 19625, 23850, 29486, 18991, 16437, 23734, 19127, 27321, 29757, 28094, 24639, 25792, 10305, 14276, 17093, 27209, 14540, 16846, 25550, 22862, 16464, 10193, 23761, 19154, 31188, 27348, 20570, 27866, 11356, 25183, 19679, 17120, 14432, 29540, 20710, 25448, 34409, 34410, 26731, 19181, 22382, 26228, 18293, 27893, 25846, 34295, 11383, 29432, 28152, 25210, 28926, 29567]
2018-04-15 20:06:50,558 [DEBUG|FireBrigade/1835918339|TestSearchForFire] best path is:[5433, 8214, 6351, 6810, 1482, 9285, 2679, 10154, 10138]
2018-04-15 20:06:50,558 [DEBUG|FireBrigade/1835918339|TestSearchForFire] choosed:2679
2018-04-15 20:06:54,569 [DEBUG|FireBrigade/1835918339|TestBuildingDetector] Time:3
2018-04-15 20:06:54,569 [DEBUG|FireBrigade/1835918339|TestSearchForFire] Time:3
2018-04-15 20:06:54,570 [DEBUG|FireBrigade/1835918339|TestBuildingDetector] FieryBuildingsTargets: []
2018-04-15 20:06:54,570 [DEBUG|FireBrigade/1835918339|TestSearchForFire] unsearchedBuildingIDs:[22916, 28036, 16518, 13959, 19209, 26762, 10251, 14860, 25487, 34320, 27920, 29459, 28179, 14486, 22806, 10138, 29595, 22944, 13986, 28067, 24612, 21412, 19625, 23850, 29486, 18991, 16437, 23734, 19127, 27321, 29757, 28094, 24639, 25792, 10305, 14276, 17093, 27209, 14540, 16846, 25550, 22862, 16464, 10193, 23761, 19154, 31188, 27348, 20570, 27866, 11356, 25183, 19679, 17120, 14432, 29540, 20710, 25448, 34409, 34410, 26731, 19181, 22382, 26228, 18293, 27893, 25846, 34295, 11383, 29432, 28152, 25210, 28926, 29567]
2018-04-15 20:06:54,570 [DEBUG|FireBrigade/1835918339|TestSearchForFire] best path is:[5433, 8214, 6351, 6810, 1482, 9285, 2679, 10154, 10138]
2018-04-15 20:06:54,570 [DEBUG|FireBrigade/1835918339|TestSearchForFire] choosed:2679
2018-04-15 20:07:05,638 [DEBUG|FireBrigade/1835918339|TestBuildingDetector] Time:4
2018-04-15 20:07:05,638 [DEBUG|FireBrigade/1835918339|TestSearchForFire] Time:4
2018-04-15 20:07:05,639 [DEBUG|FireBrigade/1835918339|TestBuildingDetector] FieryBuildingsTargets: []
