2018-04-15 20:06:41,505 [DEBUG|AmbulanceTeam/1265266206|TestHumanDetector] Time:1
2018-04-15 20:06:41,575 [DEBUG|AmbulanceTeam/1265266206|TestSearchForFire] Time:1
2018-04-15 20:06:41,576 [DEBUG|AmbulanceTeam/1265266206|TestHumanDetector] Targets:[]
2018-04-15 20:06:41,576 [DEBUG|AmbulanceTeam/1265266206|TestSearchForFire] unsearchedBuildingIDs:[27008, 9601, 13570, 27522, 29703, 28423, 34185, 13706, 16010, 14860, 24205, 10638, 12050, 11795, 15765, 34198, 23446, 27549, 13598, 9759, 21412, 35500, 16173, 10670, 11822, 19760, 25649, 15155, 25012, 13236, 29622, 30006, 32567, 21049, 22586, 18235, 14652, 11964, 29757, 10814, 28478, 20159, 16064, 18115, 10697, 28368, 10842, 9820, 11996, 27743, 13154, 9574, 10982, 15847, 15208, 26475, 9964, 26605, 21358, 22382, 27630, 15982, 18293, 9847, 27383, 16119, 22527]
2018-04-15 20:06:41,576 [DEBUG|AmbulanceTeam/1265266206|TestSearchForFire] best path is:[9267, 4380, 7314, 7521, 1710, 34563, 34562, 6378, 2000, 8727, 34279, 32765, 32766, 14876, 14860]
2018-04-15 20:06:41,577 [DEBUG|AmbulanceTeam/1265266206|TestSearchForFire] choosed:32766
2018-04-15 20:06:50,433 [DEBUG|AmbulanceTeam/1265266206|TestHumanDetector] Time:2
2018-04-15 20:06:50,433 [DEBUG|AmbulanceTeam/1265266206|TestSearchForFire] Time:2
2018-04-15 20:06:50,433 [DEBUG|AmbulanceTeam/1265266206|TestHumanDetector] Targets:[]
2018-04-15 20:06:50,434 [DEBUG|AmbulanceTeam/1265266206|TestSearchForFire] unsearchedBuildingIDs:[27008, 9601, 13570, 27522, 29703, 28423, 34185, 13706, 16010, 14860, 24205, 10638, 12050, 11795, 15765, 34198, 23446, 27549, 13598, 9759, 21412, 35500, 16173, 10670, 11822, 19760, 25649, 15155, 25012, 13236, 29622, 30006, 32567, 21049, 22586, 18235, 14652, 11964, 29757, 10814, 28478, 20159, 16064, 18115, 10697, 28368, 10842, 9820, 11996, 27743, 13154, 9574, 10982, 15847, 15208, 26475, 9964, 26605, 21358, 22382, 27630, 15982, 18293, 9847, 27383, 16119, 22527]
2018-04-15 20:06:50,434 [DEBUG|AmbulanceTeam/1265266206|TestSearchForFire] best path is:[9267, 4380, 7314, 7521, 1710, 34563, 34562, 6378, 2000, 8727, 34279, 32765, 32766, 14876, 14860]
2018-04-15 20:06:50,435 [DEBUG|AmbulanceTeam/1265266206|TestSearchForFire] choosed:32766
2018-04-15 20:06:54,501 [DEBUG|AmbulanceTeam/1265266206|TestHumanDetector] Time:3
2018-04-15 20:06:54,501 [DEBUG|AmbulanceTeam/1265266206|TestSearchForFire] Time:3
2018-04-15 20:06:54,501 [DEBUG|AmbulanceTeam/1265266206|TestHumanDetector] Targets:[]
2018-04-15 20:06:54,501 [DEBUG|AmbulanceTeam/1265266206|TestSearchForFire] unsearchedBuildingIDs:[27008, 9601, 13570, 27522, 29703, 28423, 34185, 13706, 16010, 14860, 24205, 10638, 12050, 11795, 15765, 34198, 23446, 27549, 13598, 9759, 21412, 35500, 16173, 10670, 11822, 19760, 25649, 15155, 25012, 13236, 29622, 30006, 32567, 21049, 22586, 18235, 14652, 11964, 29757, 10814, 28478, 20159, 16064, 18115, 10697, 28368, 10842, 9820, 11996, 27743, 13154, 9574, 10982, 15847, 15208, 26475, 9964, 26605, 21358, 22382, 27630, 15982, 18293, 9847, 27383, 16119, 22527]
2018-04-15 20:06:54,502 [DEBUG|AmbulanceTeam/1265266206|TestSearchForFire] best path is:[9267, 4380, 7314, 7521, 1710, 34563, 34562, 6378, 2000, 8727, 34279, 32765, 32766, 14876, 14860]
2018-04-15 20:06:54,502 [DEBUG|AmbulanceTeam/1265266206|TestSearchForFire] choosed:32766
2018-04-15 20:07:05,562 [DEBUG|AmbulanceTeam/1265266206|TestHumanDetector] Time:4
2018-04-15 20:07:05,562 [DEBUG|AmbulanceTeam/1265266206|TestSearchForFire] Time:4
2018-04-15 20:07:05,563 [DEBUG|AmbulanceTeam/1265266206|TestHumanDetector] Targets:[]
