2018-04-15 20:06:42,643 [DEBUG|AmbulanceTeam/1961110158|TestHumanDetector] Time:1
2018-04-15 20:06:42,644 [DEBUG|AmbulanceTeam/1961110158|TestSearchForFire] Time:1
2018-04-15 20:06:42,644 [DEBUG|AmbulanceTeam/1961110158|TestHumanDetector] Targets:[]
2018-04-15 20:06:42,644 [DEBUG|AmbulanceTeam/1961110158|TestSearchForFire] unsearchedBuildingIDs:[27008, 20737, 13570, 27522, 15874, 28036, 29703, 28423, 34185, 16010, 14860, 12050, 11795, 15765, 34198, 26519, 28953, 10138, 26650, 27549, 28067, 24612, 32804, 21412, 27174, 35500, 16173, 11822, 19760, 25649, 15155, 25012, 29622, 30006, 18235, 14652, 11964, 29757, 28478, 16064, 18115, 35139, 19652, 16846, 28368, 10193, 26577, 27348, 13014, 11996, 27743, 18017, 10982, 25069, 26605, 22382, 15982, 13679, 21493, 18293, 9847, 27383, 27774, 29567, 22527]
2018-04-15 20:06:42,645 [DEBUG|AmbulanceTeam/1961110158|TestSearchForFire] best path is:[34584, 6450, 33986, 33987, 33976, 34513, 34514, 169, 6936, 32754, 32752, 32753, 8097, 35362, 9159, 3813, 16862, 16846]
2018-04-15 20:06:42,645 [DEBUG|AmbulanceTeam/1961110158|TestSearchForFire] choosed:3813
2018-04-15 20:06:52,051 [DEBUG|AmbulanceTeam/1961110158|TestHumanDetector] Time:2
2018-04-15 20:06:52,052 [DEBUG|AmbulanceTeam/1961110158|TestSearchForFire] Time:2
2018-04-15 20:06:52,052 [DEBUG|AmbulanceTeam/1961110158|TestHumanDetector] Targets:[]
2018-04-15 20:06:52,053 [DEBUG|AmbulanceTeam/1961110158|TestSearchForFire] unsearchedBuildingIDs:[27008, 20737, 13570, 27522, 15874, 28036, 29703, 28423, 34185, 16010, 14860, 12050, 11795, 15765, 34198, 26519, 28953, 10138, 26650, 27549, 28067, 24612, 32804, 21412, 27174, 35500, 16173, 11822, 19760, 25649, 15155, 25012, 29622, 30006, 18235, 14652, 11964, 29757, 28478, 16064, 18115, 35139, 19652, 16846, 28368, 10193, 26577, 27348, 13014, 11996, 27743, 18017, 10982, 25069, 26605, 22382, 15982, 13679, 21493, 18293, 9847, 27383, 27774, 29567, 22527]
2018-04-15 20:06:52,054 [DEBUG|AmbulanceTeam/1961110158|TestSearchForFire] best path is:[34584, 6450, 33986, 33987, 33976, 34513, 34514, 169, 6936, 32754, 32752, 32753, 8097, 35362, 9159, 3813, 16862, 16846]
2018-04-15 20:06:52,054 [DEBUG|AmbulanceTeam/1961110158|TestSearchForFire] choosed:3813
2018-04-15 20:06:55,580 [DEBUG|AmbulanceTeam/1961110158|TestHumanDetector] Time:3
2018-04-15 20:06:55,580 [DEBUG|AmbulanceTeam/1961110158|TestSearchForFire] Time:3
2018-04-15 20:06:55,581 [DEBUG|AmbulanceTeam/1961110158|TestHumanDetector] Targets:[]
2018-04-15 20:06:55,581 [DEBUG|AmbulanceTeam/1961110158|TestSearchForFire] unsearchedBuildingIDs:[27008, 20737, 13570, 27522, 15874, 28036, 29703, 28423, 34185, 16010, 14860, 12050, 11795, 15765, 34198, 26519, 28953, 10138, 26650, 27549, 28067, 24612, 32804, 21412, 27174, 35500, 16173, 11822, 19760, 25649, 15155, 25012, 29622, 30006, 18235, 14652, 11964, 29757, 28478, 16064, 18115, 35139, 19652, 16846, 28368, 10193, 26577, 27348, 13014, 11996, 27743, 18017, 10982, 25069, 26605, 22382, 15982, 13679, 21493, 18293, 9847, 27383, 27774, 29567, 22527]
2018-04-15 20:06:55,582 [DEBUG|AmbulanceTeam/1961110158|TestSearchForFire] best path is:[34584, 6450, 33986, 33987, 33976, 34513, 34514, 169, 6936, 32754, 32752, 32753, 8097, 35362, 9159, 3813, 16862, 16846]
2018-04-15 20:06:55,582 [DEBUG|AmbulanceTeam/1961110158|TestSearchForFire] choosed:3813
2018-04-15 20:07:06,869 [DEBUG|AmbulanceTeam/1961110158|TestHumanDetector] Time:4
2018-04-15 20:07:06,869 [DEBUG|AmbulanceTeam/1961110158|TestSearchForFire] Time:4
2018-04-15 20:07:06,869 [DEBUG|AmbulanceTeam/1961110158|TestHumanDetector] Targets:[]
2018-04-15 20:07:06,869 [DEBUG|AmbulanceTeam/1961110158|TestSearchForFire] unsearchedBuildingIDs:[27008, 20737, 13570, 27522, 15874, 28036, 29703, 28423, 34185, 16010, 14860, 12050, 11795, 15765, 34198, 26519, 28953, 10138, 26650, 27549, 28067, 24612, 32804, 21412, 27174, 35500, 16173, 11822, 19760, 25649, 15155, 25012, 29622, 30006, 18235, 14652, 11964, 29757, 28478, 16064, 18115, 35139, 19652, 16846, 28368, 10193, 26577, 27348, 13014, 11996, 27743, 18017, 10982, 25069, 26605, 22382, 15982, 13679, 21493, 18293, 9847, 27383, 27774, 29567, 22527]
