2018-04-15 20:06:41,504 [DEBUG|AmbulanceTeam/618878378|TestHumanDetector] Time:1
2018-04-15 20:06:41,593 [DEBUG|AmbulanceTeam/618878378|TestSearchForFire] Time:1
2018-04-15 20:06:41,594 [DEBUG|AmbulanceTeam/618878378|TestHumanDetector] Targets:[]
2018-04-15 20:06:41,594 [DEBUG|AmbulanceTeam/618878378|TestSearchForFire] unsearchedBuildingIDs:[29952, 10756, 12933, 30853, 22151, 26633, 9742, 30869, 17686, 14745, 27801, 28314, 12443, 21022, 18591, 12960, 18208, 11937, 32930, 22178, 32931, 20132, 13481, 24233, 17583, 18098, 28980, 12471, 20919, 27576, 11193, 32574, 30913, 17604, 27716, 32709, 13652, 24151, 29785, 16091, 23390, 24287, 12901, 10728, 20073, 28395, 12139, 14831, 12023, 23418, 29052, 18044, 13181, 15101]
2018-04-15 20:06:41,594 [DEBUG|AmbulanceTeam/618878378|TestSearchForFire] best path is:[31237, 31236, 31235, 29968, 29952]
2018-04-15 20:06:41,594 [DEBUG|AmbulanceTeam/618878378|TestSearchForFire] choosed:31235
2018-04-15 20:06:50,512 [DEBUG|AmbulanceTeam/618878378|TestHumanDetector] Time:2
2018-04-15 20:06:50,513 [DEBUG|AmbulanceTeam/618878378|TestSearchForFire] Time:2
2018-04-15 20:06:50,513 [DEBUG|AmbulanceTeam/618878378|TestHumanDetector] Targets:[]
2018-04-15 20:06:50,513 [DEBUG|AmbulanceTeam/618878378|TestSearchForFire] unsearchedBuildingIDs:[29952, 10756, 12933, 30853, 22151, 26633, 9742, 30869, 17686, 14745, 27801, 28314, 12443, 21022, 18591, 12960, 18208, 11937, 32930, 22178, 32931, 20132, 13481, 24233, 17583, 18098, 28980, 12471, 20919, 27576, 11193, 32574, 30913, 17604, 27716, 32709, 13652, 24151, 29785, 16091, 23390, 24287, 12901, 10728, 20073, 28395, 12139, 14831, 12023, 23418, 29052, 18044, 13181, 15101]
2018-04-15 20:06:50,513 [DEBUG|AmbulanceTeam/618878378|TestSearchForFire] best path is:[28997, 31237, 31236, 31235, 29968, 29952]
2018-04-15 20:06:50,513 [DEBUG|AmbulanceTeam/618878378|TestSearchForFire] choosed:31235
2018-04-15 20:06:54,548 [DEBUG|AmbulanceTeam/618878378|TestHumanDetector] Time:3
2018-04-15 20:06:54,548 [DEBUG|AmbulanceTeam/618878378|TestSearchForFire] Time:3
2018-04-15 20:06:54,549 [DEBUG|AmbulanceTeam/618878378|TestHumanDetector] Targets:[]
