2018-04-15 20:06:42,198 [DEBUG|AmbulanceTeam/1582027083|TestHumanDetector] Time:1
2018-04-15 20:06:42,199 [DEBUG|AmbulanceTeam/1582027083|TestSearchForFire] Time:1
2018-04-15 20:06:42,199 [DEBUG|AmbulanceTeam/1582027083|TestHumanDetector] Targets:[]
2018-04-15 20:06:42,199 [DEBUG|AmbulanceTeam/1582027083|TestSearchForFire] unsearchedBuildingIDs:[20737, 22916, 28036, 16518, 13959, 19209, 26762, 16010, 10251, 14860, 25487, 29459, 28179, 34198, 22806, 10138, 29595, 27294, 22944, 13986, 28067, 24612, 21412, 27174, 19625, 35500, 29486, 19760, 22835, 25012, 16437, 23734, 19127, 27321, 29757, 28094, 24639, 25792, 16064, 10305, 18115, 14276, 19652, 17093, 29513, 10697, 27209, 27978, 14540, 16846, 28368, 10193, 23761, 31188, 27348, 28121, 27866, 11356, 25183, 19679, 17120, 29540, 28005, 20710, 25448, 34409, 34410, 26731, 9964, 10220, 26605, 19181, 22382, 26228, 18293, 27893, 25846, 27383, 11383, 29432, 28152, 25210, 28926, 29567]
2018-04-15 20:06:42,200 [DEBUG|AmbulanceTeam/1582027083|TestSearchForFire] best path is:[18637, 7206, 892, 5784, 36031, 36030, 36027, 34244, 4551, 2877, 32781, 32782, 32784, 35576, 35579, 35582, 35585, 35501, 35500]
2018-04-15 20:06:42,201 [DEBUG|AmbulanceTeam/1582027083|TestSearchForFire] choosed:35585
2018-04-15 20:06:51,294 [DEBUG|AmbulanceTeam/1582027083|TestHumanDetector] Time:2
2018-04-15 20:06:51,294 [DEBUG|AmbulanceTeam/1582027083|TestSearchForFire] Time:2
2018-04-15 20:06:51,294 [DEBUG|AmbulanceTeam/1582027083|TestHumanDetector] Targets:[]
2018-04-15 20:06:51,295 [DEBUG|AmbulanceTeam/1582027083|TestSearchForFire] unsearchedBuildingIDs:[20737, 22916, 28036, 16518, 13959, 19209, 26762, 16010, 10251, 14860, 25487, 29459, 28179, 34198, 22806, 10138, 29595, 27294, 22944, 13986, 28067, 24612, 21412, 27174, 19625, 35500, 29486, 19760, 22835, 25012, 16437, 23734, 19127, 27321, 29757, 28094, 24639, 25792, 16064, 10305, 18115, 14276, 19652, 17093, 29513, 10697, 27209, 27978, 14540, 16846, 28368, 10193, 23761, 31188, 27348, 28121, 27866, 11356, 25183, 19679, 17120, 29540, 28005, 20710, 25448, 34409, 34410, 26731, 9964, 10220, 26605, 19181, 22382, 26228, 18293, 27893, 25846, 27383, 11383, 29432, 28152, 25210, 28926, 29567]
2018-04-15 20:06:51,295 [DEBUG|AmbulanceTeam/1582027083|TestSearchForFire] best path is:[18637, 7206, 892, 5784, 36031, 36030, 36027, 34244, 4551, 2877, 32781, 32782, 32784, 35576, 35579, 35582, 35585, 35501, 35500]
2018-04-15 20:06:51,296 [DEBUG|AmbulanceTeam/1582027083|TestSearchForFire] choosed:35585
2018-04-15 20:06:54,954 [DEBUG|AmbulanceTeam/1582027083|TestHumanDetector] Time:3
2018-04-15 20:06:54,956 [DEBUG|AmbulanceTeam/1582027083|TestSearchForFire] Time:3
2018-04-15 20:06:54,956 [DEBUG|AmbulanceTeam/1582027083|TestHumanDetector] Targets:[]
2018-04-15 20:06:54,956 [DEBUG|AmbulanceTeam/1582027083|TestSearchForFire] unsearchedBuildingIDs:[20737, 22916, 28036, 16518, 13959, 19209, 26762, 16010, 10251, 14860, 25487, 29459, 28179, 34198, 22806, 10138, 29595, 27294, 22944, 13986, 28067, 24612, 21412, 27174, 19625, 35500, 29486, 19760, 22835, 25012, 16437, 23734, 19127, 27321, 29757, 28094, 24639, 25792, 16064, 10305, 18115, 14276, 19652, 17093, 29513, 10697, 27209, 27978, 14540, 16846, 28368, 10193, 23761, 31188, 27348, 28121, 27866, 11356, 25183, 19679, 17120, 29540, 28005, 20710, 25448, 34409, 34410, 26731, 9964, 10220, 26605, 19181, 22382, 26228, 18293, 27893, 25846, 27383, 11383, 29432, 28152, 25210, 28926, 29567]
2018-04-15 20:06:54,957 [DEBUG|AmbulanceTeam/1582027083|TestSearchForFire] best path is:[18637, 7206, 892, 5784, 36031, 36030, 36027, 34244, 4551, 2877, 32781, 32782, 32784, 35576, 35579, 35582, 35585, 35501, 35500]
2018-04-15 20:06:54,957 [DEBUG|AmbulanceTeam/1582027083|TestSearchForFire] choosed:35585
